,Source,Title,Text_English,Text_Russian,Authors,Publication Date,url,word_count
0,iz.ru,«Известия» рассказали об украинских складах оружия в шахтах под Артемовском,"In the liberated territory in the area of ​​Artemovsk (Ukrainian name - Bakhmut), Russian fighters conduct an “inventory” of Ukrainian military facilities. Izvestia correspondents visited the underground ""Caches"", saw weapons reserves and found out whether their Russian troops could use their troops.

The fighters found Ukrainian weapons at a depth of more than 150 m in the former salt mines of Artemovsk. One of these objects was built during the time of the USSR with the expectation that the degree of protection will allow even the use of nuclear weapons.

In warehouses - thousands of weapons under the cartridge 7.62*54 mm, which remains the main rifle and in the modern Russian army. Therefore, many types of weapons remain relevant in modern conditions. First of all, we are talking about machine guns. In addition, two American Barrett M-107 sniper rifles were discovered 12.7 mm caliber in army design with silent shooting devices.

In long-term storage warehouses, a huge number of submachine guns of the times of the Great Patriotic War. These are the famous Soviet PPSh and PPS, most of which are completely new.

Read more in the exclusive material ""Izvestia"":

Mine trunks: what is stored at the Secret Objects of the VFU in Artemovsk","На освобожденной территории в районе Артемовска (украинское название — Бахмут) российские бойцы проводят «инвентаризацию» украинских военных объектов. Корреспонденты «Известий» побывали в подземном «схроне», увидели запасы оружия и узнали, смогут ли использовать их российские войска.

Бойцы находили украинские склады оружия на глубине более 150 м в бывших соляных шахтах Артемовска. Один из таких объектов построили еще во времена СССР с расчетом на то, что степень их защиты позволит выдержать даже применение ядерного оружия.

На складах — тысячи единиц оружия под патрон 7,62*54 мм, который остается основным винтовочным и в современной российской армии. Поэтому многие виды вооружения остаются актуальными в современных условиях. В первую очередь речь о пулеметах. Кроме того, обнаружены две американские снайперские винтовки «Баррет М-107» калибра 12,7 мм в армейском исполнении с приборами бесшумной стрельбы.

На складах длительного хранения огромное количество пистолетов-пулеметов времен еще Великой Отечественной войны. Это знаменитые советские ППШ и ППС, большая часть которых — абсолютно новые.

Подробнее читайте в эксклюзивном материале «Известий»:

Стволы шахты: что хранится на секретных объектах ВФУ в Артемовске",,2023-05-03 04:46:00+03:00,https://iz.ru/1507422/2023-05-03/izvestiia-rasskazali-ob-ukrainskikh-skladakh-oruzhiia-v-shakhtakh-pod-artemovskom,204
1,iz.ru,Зеленский назвал обстановку под Артемовском перманентно сложной,"The Armed Forces of Ukraine (Armed Forces) operating in the area of ​​Artemovsk (Ukrainian name - Bakhmut) are in a difficult situation. On Monday, February 27, said Ukrainian leader Vladimir Zelensky.

“Of course, I constantly remain in touch with the command. <...> In the Bakhmut direction, the situation becomes constantly difficult, ”the head of state noted in a video message.

Earlier on this day, the acting head of the Donetsk People’s Republic (DPR) Denis Pushilin said that Russian forces control almost all roads to the city of Artemovsk. According to him, the troops of the Russian Federation were violated and the supply of ammunition to the APU garrison was stopped, rotation and replenishment of enemy’s manpower were stopped.

In addition, on Monday, Pushilin said that in recent years significant changes have occurred in the Artemov direction. He noted that the liberation of several settlements near Artemovsk made it possible to reach Khromov and the village of Bogdanovka, which creates good conditions for the enemy’s environment.

Then, the deputy head of the Ministry of Defense of Ukraine, Anna Malelya admitted that the situation on the entire front line remains difficult, especially in the Artyomovsky direction, where the Russian army ""uses the tactics of exhaustion and total destruction.""

Prior to this, on February 24, the Ukrainian leader called the situation in the eastern direction of military operations very complex and painful. At the same time, the state of affairs south, according to him, is very dangerous.

A special operation to protect Donbass, the beginning of which Russian President Vladimir Putin announced on February 24, 2022, continues. The decision was made against the backdrop of an exacerbation of the situation in the region due to shelling by the Ukrainian military.

More relevant videos and details about the situation in the Donbass, see the Izvestia television channel.","Вооруженные силы Украины (ВСУ), действующие в районе Артемовска (украинское название — Бахмут), находятся в тяжелом положении. Об этом в понедельник, 27 февраля, заявил украинский лидер Владимир Зеленский.

«Конечно, постоянно остаюсь на связи с командованием. <…> На бахмутском направлении ситуация становится постоянно сложной», — отметил глава государства в видеообращении.

Ранее в этот день врио главы Донецкой Народной Республики (ДНР) Денис Пушилин сообщил, что российские силы контролируют почти все дороги в город Артемовск. По его словам, войсками РФ был нарушен и прекращен подвоз боеприпасов гарнизону ВСУ, остановлены ротация и пополнение живой силы противника.

Кроме того, в понедельник Пушилин сообщил, что за последнее время произошли существенные изменения на артемовском направлении. Он отметил, что освобождение нескольких населенных пунктов вблизи Артемовска позволило выйти к Хромову и селу Богдановка, что создает хорошие условия для окружения противника.

Тогда же заместитель главы минобороны Украины Анна Маляр признала, что ситуация на всей линии фронта остается сложной, особенно на артемовском направлении, где армия РФ «использует тактику истощения и тотального разрушения».

До этого, 24 февраля, украинский лидер назвал обстановку на восточном направлении боевых действий очень сложной и болезненной. При этом положение дел на южном направлении, по его словам, весьма опасное.

Специальная операция по защите Донбасса, о начале которой президент России Владимир Путин объявил 24 февраля 2022 года, продолжается. Решение было принято на фоне обострения ситуации в регионе из-за обстрелов со стороны украинских военных.

Больше актуальных видео и подробностей о ситуации в Донбассе смотрите на телеканале «Известия».",,2023-02-28 01:05:00+03:00,https://iz.ru/1476246/2023-02-28/zelenskii-nazval-obstanovku-pod-artemovskom-permanentno-slozhnoi,303
2,iz.ru,Жительница Артемовска рассказала об уничтожении района города украинскими боевиками,"In just three days, nationalists of Ukraine destroyed the whole residential area of ​​Artemovsk (Ukrainian name - Bakhmut) Stupi, destroying all houses during the retreat from there. On Thursday, March 23, a resident of the city Irina Turova, evacuated by Russian troops, told.

According to her, the massive bombing of the district were held on February 25 and 26.

“I don’t remember, it was either in the morning, or after lunch - mines began to fly, and they threw them from the side of“ Tsvetmet ”(the Artyomovskoye Factory for Felon Metal Processing. - Ed.), They lay along our street. When I went outside, we walked at night, I looked like a single house, it's just horror! For three days there was not a single house, they didn’t leave a stone on the stone, ”the woman told RIA Novosti correspondent.

Irina also noted that, according to the Wagner group, who had taken refugees, Ukrainian militants shot the residents from the tank in the houses, and the basements with hiding civilians were thrown with grenades.

The woman was able to count about 130 minutes, bursting next to the basement, where she was hiding from shelling.

“And what is the most offensive, as they say, they beat their own! But what are they now?! These are the freaks simple, ”summed up a resident of Artemovsk.

On March 21, retired, lieutenant colonel of the People’s Police of the Lugansk People’s Republic, Andrei Marochko, said that Ukrainian radicals began to occupy houses and housing in the suburbs of Artemovsk, without evacuating civilians. The officer explained that the militants occupy not only empty buildings, but also those in which people live.

On March 6, a resident of Artemovsk said that Ukrainian snipers shot at the civilians of Artemovsk aimedly. He shared that he personally witnessed one of the cases of the execution of the civilian population. So, on February 23, a guy who was heading to the store was shot in the head.

Since February 24, Russia has been conducting a special operation to protect Donbass, whose residents refused to recognize the results of the coup in 2014 in Ukraine. The decision on its implementation was made against the backdrop of an aggravation of the situation in the region due to the shelling of Ukrainian troops.","Националисты Украины буквально за три дня уничтожили целый жилой район Артемовска (украинское название — Бахмут) Ступки, разрушив при отступлении оттуда все дома. Об этом в четверг, 23 марта, рассказала эвакуированная российскими войсками жительница города Ирина Турова.

По ее словам, массированные бомбардировки района проводились 25 и 26 февраля.

«Я не помню, это было или утром, или после обеда — начали летать мины, и кидали их со стороны «Цветмета» (Артемовский завод по обработке цветных металлов. — Ред.), они ложились по нашей улице. Когда я вышла на улицу, мы шли ночью, я как глянула — ни одного дома нет, это просто ужас! За три дня ни одного дома нету, камня на камне не оставили», — рассказала женщина корреспонденту «РИА Новости».

Также Ирина отметила, что, по словам выводившего беженцев сотрудника группы «Вагнер», украинские боевики расстреливали оставшихся в домах жителей из танка, а подвалы с прячущимися мирными гражданами закидывали гранатами.

Женщина смогла насчитать порядка 130 мин, разорвавшихся рядом с подвалом, где она пряталась от обстрелов.

«И что самое обидное, как говорят, свои по своим бьют! Но какие же они теперь свои?! Это же уроды просто», — резюмировала жительница Артемовска.

21 марта подполковник Народной милиции Луганской Народной Республики в отставке Андрей Марочко сообщил, что украинские радикалы начали занимать дома и расквартировываться в пригородах Артемовска, не эвакуируя мирных жителей. Офицер пояснил, что боевики занимают не только пустующие здания, но и те, в которых проживают люди.

6 марта житель Артемовска рассказал, что украинские снайперы прицельно стреляли по мирным жителям Артемовска. Он поделился, что лично стал свидетелем одного из случаев расстрела мирного населения. Так, 23 февраля в голову был застрелен парень, который направлялся в магазин.

Россия с 24 февраля проводит спецоперацию по защите Донбасса, жители которого отказались признавать итоги государственного переворота 2014 года на Украине. Решение о ее проведении принято на фоне обострения ситуации в регионе из-за обстрелов украинских войск.",,2023-03-23 07:44:41+03:00,https://iz.ru/1487314/2023-03-23/zhitelnitca-artemovska-rasskazala-ob-unichtozhenii-raiona-goroda-ukrainskimi-boevikami,380
3,iz.ru,В Госдуме ответили на идею ЕС наладить совместные закупки оружия для Украины,"The European Union (EU) wants to put pressure on European countries that do not want to transfer weapons to Ukraine. This was announced on March 9 by State Duma deputy Yevgeny Fedorov.

Thus, he reacted to the proposal of the supreme representative on foreign policy and security of the EU Josep Boar at an informal meeting with the ministers of the EU countries to establish joint purchases of weapons for Ukraine.

“They are trying to force European states to convey those ammunition that they do not want to transmit, for example, due to the calculation of their safety. Or they simply do not want to participate in this conflict, for example, like Hungary. The European Union presses, creates the rules by which “you can’t get anywhere, your reserves will be evaluated by officials from Brussels, and you will be forced to transfer them to Kiev,” the MP Duma TV for Izvestia quotes you.

On March 6, the El Pais newspaper wrote that the European Commission will allocate € 1 billion for the joint purchase of weapons and ammunition for Kyiv as part of an emergency support package.

The publication says that the EU members urge the EU members to send ammunition “from their arsenals” to Ukraine, especially the long -range artillery settings of 155 mm caliber. This is due to the difficult situation of the Ukrainian military near Artyomovsky (Ukrainian name - Bakhmut) and complaints of the Kyiv regime about the lack of shells and weapons.

On March 3, Ukraine turned to the EU with a call to allocate 250 thousand artillery shells every month as part of military assistance to Kyiv. The head of the Ministry of Defense of Ukraine sent a letter to European colleagues, in which he said that the country's armed forces are very limited in their capabilities due to a shortage of ammunition.

The Western countries strengthened the military and financial support of Kyiv against the background of a special operation of the Russian Federation on the protection of Donbass, the decision of which was made against the backdrop of exacerbation in the region due to shelling by the Ukrainian military.","Евросоюз (ЕС) хочет надавить на европейские страны, которые не желают передавать Украине вооружение. Об этом 9 марта заявил депутат Госдумы Евгений Федоров.

Таким образом он отреагировал на предложение верховного представителя по внешней политике и безопасности ЕС Жозепа Борреля на неформальной встрече с министрами обороны стран ЕС наладить совместные закупки оружия для Украины.

«Они пытаются заставить европейские государства передать те боеприпасы, которые они не хотят передавать, например, в силу расчета своей безопасности. Или просто не хотят участвовать в этом конфликте, например, как Венгрия. Евросоюз давит, создает правила, по которым «ты никуда не денешься, твои запасы будут оценены чиновниками из Брюсселя, и тебя заставят передать их Киеву», — приводит слова депутата «Дума ТВ» для «Известий».

6 марта газета El Pais написала, что Еврокомиссия выделит €1 млрд на совместную закупку оружия и боеприпасов для Киева в рамках чрезвычайного пакета поддержки.

В публикации говорится, что государства — члены ЕС призывают направить на Украину боеприпасы «из своих арсеналов», особенно дальнобойные артиллерийские установки калибра 155 мм. Это связано с тяжелым положением украинских военных под Артемовском (украинское название — Бахмут) и жалобами киевского режима на недостаток снарядов и вооружений.

3 марта Украина обратилась к ЕС с призывом каждый месяц выделять 250 тыс. артиллерийских снарядов в рамках военной помощи Киеву. Глава минобороны Украины отправил письмо европейским коллегам, в котором сообщил, что Вооруженные силы страны сильно ограничены в своих возможностях из-за дефицита боеприпасов.

Страны Запада усилили военную и финансовую поддержку Киева на фоне спецоперации РФ по защите Донбасса, решение о которой принято на фоне обострения в регионе из-за обстрелов со стороны украинских военных.",,2023-03-09 15:11:16+03:00,https://iz.ru/1480875/2023-03-09/v-gosdume-otvetili-na-ideiu-es-naladit-sovmestnye-zakupki-oruzhiia-dlia-ukrainy,356
4,iz.ru,Корреспондент «Известий» показал обстановку в городе Бахмут,More than 40 people were injured due to explosions at gas stations in Romania,Более 40 человек пострадали из-за взрывов на АЗС в Румынии,,2023-03-25 12:20:03+03:00,https://iz.ru/1488484/video/korrespondent-izvestii-pokazal-obstanovku-v-gorode-bakhmut,14
5,iz.ru,Марочко заявил о 4 тыс. потерь ВСУ в ЛНР за неделю,"During the week, the Armed Forces of Ukraine (Armed Forces) in the special operation zone lost 4 thousand military personnel. This was announced on April 24 by the lieutenant colonel of the People’s Police of the Lugansk People’s Republic (LPR), retired Andrei Marochko with reference to the intelligence data of the Russian Federation.

“Over the past week, the irretrievable losses of Ukrainian militants along the entire combat contact line amounted to more than 4 thousand people, of which only 10% were officially recognized, the rest are missing missing,” TASS Morochko quotes.

According to him, the relatives of the dead Ukrainian military personnel are forced to ask for help from the Ombudsmen of the LPR and the DPR to find out objective information.

The correspondent of the German magazine Der Spiegel, E. Klein, on April 22, reported that in the battles for Artemovsk (Ukrainian name - Bakhmut), the Armed Forces of Ukraine had already lost a large number of fighters killed or wounded, but did not name the exact figure.

A special operation to protect Donbass, the beginning of which Russian President Vladimir Putin announced on February 24, 2022, continues. The decision was made against the backdrop of an exacerbation of the situation in the region due to shelling by the Ukrainian military.

More relevant videos and details about the situation in the Donbass, see the Izvestia television channel.","За неделю Вооруженные силы Украины (ВСУ) в зоне спецоперации потеряли 4 тыс. военнослужащих. Об этом 24 апреля сообщил подполковник Народной милиции Луганской Народной Республики (ЛНР) в отставке Андрей Марочко со ссылкой на данные разведки РФ.

«За истекшую неделю безвозвратные потери украинских боевиков по всей линии боевого соприкосновения составили более 4 тыс. человек, из них только 10% официально признаны, остальные числятся без вести пропавшими», — цитирует Марочко ТАСС.

По его словам, родственники погибших украинских военнослужащих вынуждены просить помощи у омбудсменов ЛНР и ДНР, чтобы узнать объективную информацию.

Корреспондент немецкого журнала Der Spiegel Экхард Кляйн 22 апреля сообщил о том, что в боях за Артемовск (украинское название — Бахмут) ВСУ уже потеряли большое количество бойцов убитыми или ранеными, однако точную цифру не назвал.

Специальная операция по защите Донбасса, о начале которой президент России Владимир Путин объявил 24 февраля 2022 года, продолжается. Решение было принято на фоне обострения ситуации в регионе из-за обстрелов со стороны украинских военных.

Больше актуальных видео и подробностей о ситуации в Донбассе смотрите на телеканале «Известия».",,2023-04-24 09:16:15+03:00,https://iz.ru/1503093/2023-04-24/marochko-zaiavil-o-4-tys-poter-vsu-v-lnr-za-nedeliu,228
6,iz.ru,Пригожин сообщил о создании украинскими военными группировок вокруг Артемовска,"The Ukrainian military form formations in settlements around Artemovsk (Ukrainian name - Bakhmut). This was announced on March 6 by the founder of the Wagner PMC Evgeny Prigozhin.

He specified that Russian attack aircraft block the city. To prevent them, Ukrainian militants created several groups. Their task is the blocking of the work of the Wagner fighters.

“One group in Slavyansk is the 67th brigade, the second group in Seversk is the 81st and 66th brigades, another group in Yar watches and one in Konstantinovka,” Prigozhina quotes his press service.

He pointed out the need for coordinated work of all units of the Armed Forces (Sun) of Russia to completely block the Ukrainian military.

On the same day, adviser to the head of the Donetsk People’s Republic (DPR), Jan Gagin said that about 10 thousand Ukrainian military remains surrounded in Artemovsk. According to him, Russian forces control all entrances to the city.

The Commander -in -Chief of the Ukrainian troops Valery Zaluzhny previously advocated the continuation of the defensive operation and strengthen positions in Artemovsk. His opinion was supported by the commander of the ground forces, Alexander Syrfa.

In an interview with Izvestia, political scientist Yuri Svetov said that the differences between the political and military leadership of Ukraine about Artemovsk are reflected in the soldiers of the Armed Forces.

More relevant videos and details about the situation in the Donbass, see the Izvestia television channel.","Украинские военные формируют соединения в населенных пунктах вокруг Артемовска (украинское название — Бахмут). Об этом 6 марта заявил основатель ЧВК «Вагнер» Евгений Пригожин.

Он уточнил, что российские штурмовики блокируют город. Чтобы им помешать, украинские боевики создали несколько группировок. Их задачей названа блокировка работы бойцов «Вагнера».

«Одну группировку в Славянске — 67-я бригада, вторую группировку в Северске — 81-я и 66-я бригады, еще одну группировку в Часов Яре и одну в Константиновке», — цитирует Пригожина его пресс-служба.

Он указал на необходимость скоординированной работы всех подразделений Вооруженных сил (ВС) России для полной блокировки украинских военных.

В этот же день советник главы Донецкой Народной Республики (ДНР) Ян Гагин заявил, что в окружении в Артемовске остается порядка 10 тыс. украинских военных. По его словам, российские силы контролируют все подъезды к городу.

Главнокомандующий украинскими войсками Валерий Залужный ранее в этот день выступил за продолжение оборонительной операции и усиление позиций в Артемовске. Его мнение поддержал командующий Сухопутными войсками Александр Сырский.

В беседе с «Известиями» политолог Юрий Светов заявил, что разногласия между политическим и военным руководством Украины по поводу Артемовска отражаются на солдатах ВСУ.

Больше актуальных видео и подробностей о ситуации в Донбассе смотрите на телеканале «Известия».",,2023-03-07 09:30:01+03:00,https://iz.ru/1479897/2023-03-07/prigozhin-soobshchil-o-sozdanii-ukrainskimi-voennymi-gruppirovok-vokrug-artemovska,236
7,iz.ru,Расчеты миномета «Василек» нанесли огневое поражение ВСУ в районе Клещеевки,"The Russian Ministry of Defense on August 17 showed the combat work of the calculation of the 82-mm automatic mortar ""Vaslek"".

The personnel of the Ussuri separate guards unit of the Airborne Forces (Airborne Forces) destroys the fortifications, technology and vowel forces of the Armed Forces of Ukraine (Armed Forces) from the towed mortars 2B9 ""Vaslek"" in the area of ​​the village of Klescheevka south of Artemovsk (Ukrainian name-Bakhmut).

It is noted that the mortars of ""Vasilek"" inflict a fire defeat of the enemy with the temporal fire of four mines. One such mortar is able to destroy the target on the area of ​​the area up to 600 m, so it is a priority purpose for the Armed Forces of Ukraine.

Minemlers use the tactics of a nomadic gun, in which the fire position after shooting is constantly changing. Thus, it is possible to avoid losses in response from the Ukrainian troops.

“Every day the enemy makes attempts to apply to our units in active defense, but none of this comes out. Thanks to our active actions, the enemy daily suffers huge losses both in manpower and technology, ”said the commander of the 82-mm automatic mortar“ Vaslek ”with the call sign of Ardon.

On the eve of Izvestia, Denis Kulaga visited the positions of Russian paratroopers and showed battles against the Armed Forces in the Klescheevka area near Artemovsky in the Donetsk People’s Republic (DPR).

On May 30, the gunner of the mortar Vasilek spoke about the method of nomadic tools. It is noted that the speed and accuracy of destruction of goals is achieved due to the adjustment of fire using an unmanned aerial vehicle. The tractor helps to move the gun quickly and on any coating.

The special operation to protect Donbass, the beginning of which Russian President Vladimir Putin announced on February 24 last year, continues. The decision on its implementation was made against the backdrop of an exacerbation of the situation in the region due to shelling by the Ukrainian military.

More relevant videos and details about the situation in the Donbass, see the Izvestia television channel.","Минобороны России 17 августа показало кадры боевой работы расчета 82-миллиметрового автоматического миномета «Василек».

Личный состав Уссурийского отдельного гвардейского соединения Воздушно-десантных войск (ВДВ) уничтожает укрепления, технику и живую силу Вооруженных сил Украины (ВСУ) из буксируемых минометов 2Б9 «Василек» в районе населенного пункта Клещеевка к югу от Артемовска (украинское название — Бахмут).

Отмечается, что минометы «Василек» наносят огневое поражение противнику темповым огнем по четыре мины. Один такой миномет способен уничтожить цель на участке местности до 600 м, поэтому он является приоритетной целью для ВСУ.

Минометчики используют тактику кочующего орудия, при которой огневая позиция после стрельбы постоянно меняется. Таким образом удается избежать потерь при ответном огне со стороны украинских войск.

«Ежедневно противник предпринимает попытки по нанесению нашим подразделениям, находящимся в активной обороне, поражений, но ничего из этого не выходит. Благодаря нашим активным действиям противник ежедневно несет огромные потери как в живой силе, так и в технике», — сказал командир 82-миллиметрового автоматического миномета «Василек» с позывным Ардон.

Накануне корреспондент «Известий» Денис Кулага побывал на позициях российских десантников и показал бои против ВСУ в районе Клещеевки под Артемовском в Донецкой Народной Республике (ДНР).

30 мая наводчик миномета «Василек» рассказал о методе кочующего орудия. Отмечается, что скорость и точность поражения целей достигается благодаря корректировке огня с помощью беспилотного летательного аппарата. Перемещать орудие быстро и по любому покрытию помогает тягач.

Спецоперация по защите Донбасса, о начале которой президент России Владимир Путин объявил 24 февраля прошлого года, продолжается. Решение о ее проведении было принято на фоне обострения ситуации в регионе из-за обстрелов со стороны украинских военных.

Больше актуальных видео и подробностей о ситуации в Донбассе смотрите на телеканале «Известия».",,2023-08-17 05:00:00+03:00,https://iz.ru/1560229/2023-08-17/raschety-minometa-vasilek-nanesli-ognevoe-porazhenie-vsu-v-raione-kleshcheevki,352
8,iz.ru,Минобороны рассказало о подвигах российских военнослужащих в ходе СВО,"The Russian Ministry of Defense on April 11 reported the new heroic deeds of the Russian military, which risk life for the successful implementation of combat missions during a special military operation.

The defense department told about the shooter of the motorized rifle unit of the corporal Danil Ivlev, who storms the strongholds of nationalists during the promotion of the Russian troops deep into the enemy’s defense. The detachment was set to storm the fortified militants. As specified in the Ministry of Defense, the enemy equipped a fortified area in a forest belt with a deeply echeloned defense system of mine-explosive barriers, as well as long-term firing points. At the same time, the defense was held by the selected units of Ukrainian nationalists, reinforced by armored vehicles and artillery.

After intelligence, the detachment quietly got to the positions of defending militants and neutralized minefields. Danil Ivlev personally destroyed two enemy observers. Then the Russian military committed a secretive maneuver in the flank of the defending units of Ukrainian nationalists. Having promptly evaluating the situation and conducting the reconnaissance, the corporal transferred the coordinates of the enemy’s defeat of the enemy to the artillery unit.

Two long -term firing points were suppressed by the blow of Russian artillery. The suddenness of the actions of the assault detachment disorganized the defense of the militants. Continuing assault actions, the Russian detachment entered the line of attacks and knocked out units of militants from prepared firing positions. As a result, the fortified is completely under the control of Russian forces.

In addition, the department noted the courage of the guards of Private Artem Sharikov, who defended the settlement, who was released from Ukrainian militants. During the battle, the balls with the help of a drone revealed five infantry combat vehicles (BMP) and three tanks, as well as up to 20 nationalists trying to get around the village from the flank, after which he transferred the coordinates to a higher headquarters. Based on the data provided by the guards by the ordinary, a fire defeat was inflicted on the attacking forces of the enemy. Having suffered losses, the enemy waited for reinforcement and made another attempt to return the lost positions under his control.

During the defense, the commander of the department was wounded. Sharikov accepted the command of the department. Managing the fire of his department, he constrained the enemy’s actions and reflected the offensive of the nationalists in his direction.

The day before, it became known that Russian paratroopers over the past week reached the power line, which divides the Kremena forest into two equal parts. With the support of army air strikes, artillery fire, parachute-long regiments and formations, TOS-1A Suncocks, tanks and unmanned aerial vehicles (UAVs), Russian fighters captured 17 strongholds of the Armed Forces of Ukraine (Armed Forces).

In addition, on April 10, the acting head of the Donetsk People’s Republic (DPR) Denis Pushilin said that more than 75% of the territory of Artemovsk (Ukrainian name - Bakhmut) is currently under the control of the Armed Forces of the Russian Federation. Meanwhile, he noted that fierce battles are still underway in the western part of the city.

A special operation to protect Donbass, the beginning of which Russian President Vladimir Putin announced on February 24, 2022, continues. The decision was made against the backdrop of an exacerbation of the situation in the region due to shelling by the Ukrainian military.

More relevant videos and details about the situation in the Donbass, see the Izvestia television channel.","Минобороны России 11 апреля сообщило о новых героических поступках российских военных, которые рискуют жизнью ради успешного выполнения боевых задач в ходе специальной военной операции.

В оборонном ведомстве рассказали про стрелка мотострелкового подразделения ефрейтора Данила Ивлева, который штурмует опорные пункты националистов в ходе продвижения российских войск вглубь обороны противника. Отряду была поставлена задача по штурму укрепрайона боевиков. Как уточнили в Минобороны, противник оборудовал укрепленный район в лесополосе с глубоко эшелонированной системой обороны минно-взрывными заграждениями, а также долговременными огневыми точками. Оборону при этом удерживали отборные подразделения украинских националистов, усиленные бронетехникой и артиллерийскими средствами.

После проведенной разведки отряд незаметно подобрался к позициям обороняющихся боевиков и обезвредил минные заграждения. Данил Ивлев лично уничтожил двоих вражеских наблюдателей. Затем российские военнослужащие совершили скрытный маневр во фланг обороняющихся подразделений украинских националистов. Оперативно оценив обстановку и проведя доразведку, ефрейтор передал координаты средств поражения противника артиллерийскому подразделению.

Ударом российской артиллерии были подавлены две долговременные огневые точки. Внезапность действий штурмового отряда дезорганизовала оборону боевиков. Продолжив штурмовые действия, российский отряд вышел на рубеж атаки и выбил подразделения боевиков с подготовленных огневых позиций. В результате укрепрайон полностью перешел под контроль российских сил.

Кроме того, в ведомстве отметили мужество гвардии рядового Артема Шарикова, оборонявшего населенный пункт, который был освобожден от украинских боевиков. Во время боя Шариков с помощью беспилотника выявил пять боевых машин пехоты (БМП) и три танка, а также до 20 националистов, пытающихся обойти поселок с фланга, после чего передал координаты в вышестоящий штаб. На основе данных, предоставленных гвардии рядовым, было нанесено огневое поражение по атакующим силам противника. Понеся потери, противник дождался подкрепления и предпринял очередную попытку вернуть утраченные позиции под свой контроль.

Во время обороны командир отделения был ранен. Шариков принял командование отделением на себя. Управляя огнем своего отделения, он сковал действия противника и отразил наступление националистов на своем направлении.

Накануне стало известно, что российские десантники за прошлую неделю дошли до линии электропередачи, которая разделяет Кременской лес на две равные части. При поддержке ударов армейской авиации, огня артиллерии, парашютно-десантных полков и соединений, ТОС-1А «Солнцепек», танков и беспилотных летательных аппаратов (БПЛА) российские бойцы захватили 17 опорных пунктов Вооруженных сил Украины (ВСУ).

Кроме того, 10 апреля врио главы Донецкой Народной Республики (ДНР) Денис Пушилин сообщил, что более 75% территории Артемовска (украинское название — Бахмут) на данный момент находится под контролем Вооруженных сил РФ. Между тем он отметил, что в западной части города всё еще ведутся ожесточенные бои.

Специальная операция по защите Донбасса, о начале которой президент России Владимир Путин объявил 24 февраля 2022 года, продолжается. Решение было принято на фоне обострения ситуации в регионе из-за обстрелов со стороны украинских военных.

Больше актуальных видео и подробностей о ситуации в Донбассе смотрите на телеканале «Известия».",,2023-04-11 00:00:00+03:00,https://iz.ru/1496422/2023-04-11/minoborony-rasskazalo-o-podvigakh-rossiiskikh-voennosluzhashchikh-v-khode-svo,585
